,Gene,Gene_name,Vanc_l2fc,Vanc_q,Rif_l2fc,Rif_q,INH_l2fc,INH_q,Emb_l2fc,Emb_q
1821,RVBD0153c,ptbB,0.01,1,-0.11,1,3.36,0,-1.03,0.38981
1822,RVBD2483c,plsC,0.01,1,0.28,1,-0.10,1,0.49,1
1823,RVBD1574,rv1574,0.01,1,-0.64,1,-0.12,1,-0.25,1
1824,RVBD0151c,PE1,0.01,1,0.06,1,-0.20,1,0.03,1
1825,RVBD1032c,trcS,0.01,1,0.00,1,-0.22,1,-0.29,1
1826,RVBD1809,PPE33,0.01,1,-0.07,1,0.40,1,-0.23,1
1827,RVBD1518,rv1518,0.01,1,-0.01,1,0.29,1,0.31,1
1828,RVBD2734,rv2734,0.01,1,-0.21,1,-0.32,1,0.08,1
1829,RVBD1995,rv1995,0.01,1,0.15,1,-0.06,1,0.30,1
1830,RVBD2329c,narK1,0.01,1,0.07,1,-0.06,1,0.32,1
1831,RVBD1722,rv1722,0.01,1,0.13,1,0.12,1,0.09,1
1832,RVBD1892,rv1892,0.01,1,-0.03,1,0.14,1,0.08,1
1833,RVBD1619,rv1619,0.01,1,0.12,1,0.45,1,-0.01,1
1834,RVBD1959c,parE1,0.01,1,-0.33,1,0.15,1,0.11,1
1835,RVBD1171,rv1171,0.01,1,-0.01,1,-0.12,1,-0.92,1
1836,RVBD3555c,rv3555c,0.01,1,-0.22,1,-0.09,1,0.16,1
1837,RVBD1169c,lipX,0.01,1,0.16,1,0.11,1,-0.11,1
1838,RVBD1508A,rv1508A,0.01,1,-0.08,1,0.18,1,0.51,1
1839,RVBD1928c,rv1928c,0.01,1,0.23,1,0.49,1,0.05,1
1840,RVBD0277Ac,vapB25,0.01,1,0.09,1,-0.11,1,-0.17,1
1841,RVBD1988,erm(37),0.01,1,0.22,1,0.31,1,-0.03,1
1842,RVBD2020c,rv2020c,0.01,1,0.26,1,-0.05,1,0.40,1
1843,RVBD0159c,PE3,0.01,1,0.04,1,-0.20,1,-0.11,1
1844,RVBD2123,PPE37,0.01,1,0.22,1,0.13,1,-0.10,1
1845,RVBD0435c,rv0435c,0.01,1,-0.11,1,-0.19,1,-0.23,1
1846,RVBD0854,rv0854,0.01,1,-0.29,1,0.34,1,0.13,1
1847,RVBD1918c,PPE35,0.01,1,0.14,1,0.06,1,0.10,1
1848,RVBD3242c,rv3242c,0.01,1,0.63,1,-0.19,1,-0.96,1
1849,RVBD3027c,rv3027c,0.01,1,-0.02,1,-0.26,1,-0.22,1
1850,RVBD2466c,rv2466c,0.01,1,-0.13,1,0.14,1,-0.29,1
1851,RVBD2141c,rv2141c,0.01,1,-0.06,1,0.39,1,0.21,1
1852,RVBD3537,kstD,0.01,1,-0.17,1,-0.14,1,-0.13,1
1853,RVBD3568c,hsaC,0.01,1,0.13,1,-0.01,1,0.00,1
1854,RVBD3226c,rv3226c,0.01,1,0.33,1,0.03,1,0.09,1
1855,RVBD0861c,ercc3,0.00,1,0.01,1,-0.09,1,0.21,1
1856,RVBD1941,rv1941,0.00,1,0.12,1,0.13,1,0.29,1
1857,RVBD1974,rv1974,0.00,1,-0.35,1,0.09,1,0.05,1
1858,RVBD1982A,vapB36,0.00,1,-0.06,1,0.10,1,0.22,1
1859,RVBD1407,fmu,0.00,1,0.17,1,0.87,0.792712,0.13,1
1860,RVBD1472,echA12,0.00,1,-0.12,1,0.08,1,0.51,1
1861,RVBD0877,rv0877,0.00,1,0.17,1,3.48,0,-0.33,1
1862,RVBD0134,ephF,0.00,1,0.02,1,-0.03,1,-0.14,1
1863,RVBD1116A,rv1116A,0.00,1,0.13,1,-0.18,1,-0.27,1
1864,RVBD0776c,rv0776c,0.00,1,-0.07,1,0.07,1,-0.07,1
